1102
314
2101
311
2102
311
400
414
2105
410
400
2011
304
414
2104
414
2104
410
2104
413
1104
314
2104
2013
300
1012
304
410
1102
312
400
310
1101
314
401
2012
300
412
2101
314
404
414
1101
314
400
311
400
311
1104
314
1103
314
400
1015
303
1013
304
2013
304
2014
302
2015
301
1013
304
310
400
