hand1_col1, hand1_rank1, hand1_col2, hand1_rank2, hand1_col3, hand1_rank3, hand1_col4, hand1_rank4, hand1_col5, hand1_rank5, hand2_col1, hand2_rank1, hand2_col2, hand2_rank2, hand2_col3, hand2_rank3, hand2_col4, hand2_rank4, hand2_col5, hand2_rank5, discard11, discard12, discard13, discard14, discard15, discard21, discard22, discard23, discard24, discard25, discard31, discard32, discard33, discard34, discard35, discard41, discard42, discard43, discard44, discard45, discard51, discard52, discard53, discard54, discard55, deck_count, hints, pile1, pile2, pile3, pile4, pile5, move
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 2, 4, 3, 3, 2, 3, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 28, 6, 1, 2, 1, 2, 0, 2103
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 4, 3, 3, 2, 3, 4, 2, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 27, 5, 1, 3, 1, 2, 0, 1105
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 4, 3, 3, 2, 3, 4, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 26, 4, 1, 3, 1, 2, 1, 2104
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 2, 3, 4, 2, 4, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 25, 3, 1, 4, 1, 2, 1, 404
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 2, 3, 4, 2, 4, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 24, 3, 1, 4, 1, 2, 1, 304
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 2, 3, 4, 2, 4, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 23, 2, 2, 4, 1, 2, 1, 301
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 4, 2, 4, 1, 1, 4, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 21, 3, 3, 4, 1, 2, 1, 1101
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 4, 2, 4, 1, 3, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 20, 2, 4, 4, 1, 2, 1, 302
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 4, 1, 3, 1, 4, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 18, 4, 5, 4, 1, 2, 1, 402
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 4, 1, 3, 1, 4, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 17, 4, 5, 4, 1, 2, 1, 404
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 3, 1, 4, 1, 2, 2, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 15, 6, 5, 4, 1, 2, 1, 1102
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 3, 1, 4, 1, 2, 2, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 14, 6, 5, 5, 1, 2, 1, 1103
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 3, 3, 1, 4, 1, 2, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 13, 5, 5, 5, 2, 2, 1, 404
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 1, 4, 1, 2, 2, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 0, 11, 7, 5, 5, 2, 2, 1, 404
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 1, 4, 1, 2, 2, 3, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 0, 10, 7, 5, 5, 2, 2, 1, 304
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 1, 2, 2, 3, 1, 2, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 0, 8, 8, 5, 5, 3, 2, 1, 2101
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 3, 1, 2, 1, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 7, 8, 5, 5, 3, 2, 1, 2102
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 1, 2, 1, 1, 2, 1, 1, 5, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 6, 8, 5, 5, 3, 2, 1, 2101
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 2, 1, 1, 5, 3, 5, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 5, 8, 5, 5, 3, 2, 1, 1105
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 2, 1, 1, 5, 3, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 4, 7, 5, 5, 3, 2, 2, 2103
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 2, 1, 1, 1, 3, 4, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 3, 6, 5, 5, 3, 2, 3, 1104
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 2, 1, 1, 1, 3, 4, 4, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 2, 5, 5, 5, 3, 3, 3, 302
6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 1, 1, 2, 1, 1, 1, 3, 2, 4, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 5, 5, 5, 3, 4, 4, 300
